date_time,search_keyword,search_count,job_id,job_title,company,location,remote,update_time,applicants,job_pay,job_time,job_position,company_size,company_industry,job_details,job_url
05Jun2025-21:33:30,Data Scientist,0,4242974718,Data Scientist,Stomble,"Melbourne, Victoria, Australia",false,hace 43 minutos,01,,,,,,"Acerca del empleo At Stomble we're an exciting startup looking for a highly experienced Data Scientist to join our team. We are a small startup bootstrapping our way forward with a group of eager engineers and designers already with a high level of ambition to build and deliver our MVP solution to the world.  Stomble is building a data analytics infrastructure that is powered by AI to help companies centralize their data to make it more accessible across their organization whilst eliminating decision fatigue. Our mission and vision are to use innovative solution to increase economic opportunity for businesses globally.  We're looking for a skilled Data Scientist who has experience in leading a new project from scratch, can help understand the companies needs and has the capability to motivate team members to deliver outstanding results.  Key Responsibilities:  Collect, clean, and analyze small and large datasets from various sources. Build predictive models and machine learning algorithms to solve business problems. Communicate findings and insights clearly to stakeholders through data visualizations and storytelling. Work with data engineers to define data pipelines and data architecture requirements. Collaborate with product teams to identify and prioritize analytics opportunities. Monitor model performance and conduct regular reviews to ensure accuracy over time. Solutions or alternatives to help train the data based on use-cases.  Technical Requirements:  Has worked with structured, unstructured and SQL. Understanding and has experience using Python, R, Bash and Shell scripting. Has experience doing supervised and unsupervised learning e.g., regression, classification and clustering. Model evaluation and validation techniques e.g., cross-validation, ROC-AUC. Time series analysis. Writing, constructing and iterating upon algorithms Understanding of Azure infrastructure e.g., Data factory & ML Studio. Understanding of CI/CD continuous integration and deployment. Natural Language Processing is optional. Reinforcement learning is optional  The successful candidate will have:  Intrinsic motivations to learn and continuously fill in any gaps where required. Openness and willingness to think outside the box to solve and find solutions. Willingness to work in different disciplines where needed or required. Able to connect the big picture, create an action plan and work their way backwards to a workable goal.  Limitations of the position:  Position is fully remote. This role is unpaid due to the company not generating any revenue or raising any funding. We are unable to sponsor applicants at this time. Must be located in Australia.  If this sounds like an opportunity, you'd like to be a part of, we'd like to hear from you!",https://www.linkedin.com/jobs/view/4242974718/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=JfRX2QU9Yr0h26%2FxnLVOMw%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:33:50,Data Scientist,0,4221676297,Data Scientist,Zetheta Algorithms Private Limited,India,false,Publicado de nuevo hace 20 horas,100,,,,,,"Acerca del empleo About the Company  Zetheta Algorithms Private Limited is a FinTech start-up which has been recently set up and is developing innovative AI tools. https://www.instagram.com/zetheta.official  About the Role As a Data Scientist intern, you will work on cutting-edge projects involving financial data analysis, investment research, and risk modelling. You will have the opportunity to engage in multiple mini-projects or take up a focused innovation-based research project. The project experience is designed to provide practical exposure to data science in the context of asset management, trading, and financial technology. We provide problem statements, methodology and after you submit your solution to develop the solutions/ model, we also showcase to you sample solution. You can use our sample solution to modify your project submission and expand further based on suggestions given in our sample solution. You can opt for your own research based data science solution to develop/ model.  Responsibilities Conduct data cleaning, wrangling, and pre-processing for financial datasets. Assist investment teams in equity research, fixed income research, portfolio management, and economic analysis. Apply statistical techniques to financial problems such as credit risk modelling, probability of default, and value-at-risk estimation. Work with big data sources including financial reports, macroeconomic datasets, and alternative investment data. Use either one – Python, Excel or R to analyse, visualize, and model financial data. Participate in research projects related to quantitative trading, financial derivatives, and portfolio optimization.  Who Should Apply? Any student even without coding skills can upskill (self learning) to develop Data Science Solutions. Some basic knowledge of Excel or Python or R script can help complete the projects quicker. We permit the use of all LLMs/ NLPs to help students to develop the solutions. Strong problem-solving and analytical skills. Able to self-learn and work independently in a remote, flexible environment.  Internship Details Duration: Self-paced. Option of 1 month or 2 month (within a period of 4 months) Type: Unpaid",https://www.linkedin.com/jobs/view/4221676297/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=LhcOuVWeonsQFzULHF%2FV2Q%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:34:10,Data Scientist,0,4245228991,Senior Data Scientist,Omnis Partners,Reino Unido,false,hace 15 horas,92,,,,,,"Acerca del empleo 🤖 AI Data Scientist / MLE 🤖   Multiple Roles Available from Senior➡️ Lead ➡️Associate Director   Join a Global Leader in Management Consulting as they scale their UK AI Expert Team   💸 £70k - £120k & bonus 📍 100% Remote / UK / Global / UAE ✈️ Relocation to Dubai or Abu Dhabi supported    We are currently partnered with a globally recognized management consulting firm at the forefront of technology solutions design to scale a team of AI Consultants at varying levels.   They empower organizations with innovative solutions that drive growth, efficiency, and value. With a presence in over 50 countries, they collaborate with top-tier clients to solve their most pressing challenges.   The Role As a Client-Facing Technology Consultant specializing in AI, you will: Advise & Strategize: Partner with senior stakeholders to identify opportunities where LLMs, Agentic AI and Generative AI can drive meaningful business outcomes. Innovate & Build: Design, develop, and implement a portfolio of scalable AI solutions tailored to client needs, leveraging the latest advancements in NLP, Agentic AI and Generative AI. Collaborate & Deliver: Work closely with multidisciplinary teams, including Data Scientists, Software Engineers, and Business Strategists, to deliver impactful AI solutions. Educate & Inspire: Lead workshops and training sessions to demystify AI technologies and foster adoption among client teams.   What You Bring Technical Expertise: Proven experience in developing and deploying a variety of AI applications in a business or client facing setting. Business Acumen: A strong ability to translate complex technical concepts into business value for non-technical audiences. Client-Facing Skills: Exceptional communication and interpersonal skills, with a track record of building trusted relationships with clients. Innovation Mindset: A passion for staying ahead of technology trends and driving creative, data-driven solutions. Educational Background: Educated to at least Degree level in Computer Science, AI, Engineering, or a related field. Advanced degrees are a huge plus.   Why This Opportunity? Global Impact: Collaborate with industry-leading clients on transformative projects. Career Growth: Accelerate your professional development with access to world-class training and mentorship. Innovative Environment: Be part of a forward-thinking team that values curiosity, creativity, and innovation. Inspiring Leadership: Work under the mentorship and guidance of a highly revered AI leader; Phd in AI, extensive experience in consulting and technology, passionate, energetic and highly engaging character   🎯 What We're Looking For - Essential Reqs: • MSc or PhD in Computer Science, AI, Machine Learning, Data Science, or a related field • Deep knowledge of both LangChain and LangGraph • Proven experience in AI, machine learning, or data science • Strong background in designing and deploying AI solutions into production • Ability to engage with clients and shape strategic AI initiatives • Experience with MLOps, cloud platforms, and data infrastructure is a plus",https://www.linkedin.com/jobs/view/4245228991/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=1tJgChflbpKD4qtIWJ6EEw%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:34:30,Data Scientist,0,4242976337,Data Scientist,Wajusoft,África subsahariana,false,hace 38 minutos,7,,,,,,"Acerca del empleo About Us WajuSoft specializes in connecting visionary startups with the world's best software engineers, fueling innovation and growth. Our mission is to democratize access to top-tier tech talent, ensuring brilliant engineers everywhere have the opportunity to work with transformative teams. We envision a future where startups effortlessly overcome technological boundaries, powered by a globally sourced, meticulously selected tech workforce and reshaping industries through innovation. Our rigorous vetting process ensures only the most exceptional engineers join our network, creating a nexus where excellence and global opportunity converge.  Key Responsibilities Analyze large and complex datasets to derive insights, trends, and patterns. Build statistical models and machine learning algorithms to solve business problems. Develop dashboards, reports, and visualizations for key stakeholders. Collaborate with engineering to productionize models and ensure scalable data pipelines. Design and evaluate A/B tests and experiments to validate hypotheses. Support data-driven decision-making across the organization. Communicate findings and recommendations clearly to technical and non-technical audiences. Stay up-to-date with best practices and innovations in data science, analytics, and machine learning.  Required Qualifications Bachelor’s or Master’s degree in Data Science, Statistics, Computer Science, Mathematics, or a related field. 2+ years of experience working as a Data Scientist or in a similar role. Proficiency in Python or R, and SQL for data querying and analysis. Experience with data visualization tools (e.g., Tableau, Power BI, Looker, or Plotly). Solid understanding of statistical analysis, hypothesis testing, and experiment design. Familiarity with machine learning libraries (e.g., Scikit-learn, XGBoost, or TensorFlow). Strong problem-solving skills and attention to detail.",https://www.linkedin.com/jobs/view/4242976337/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=edlsZ9NcuiYAjgvNyFfF2A%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:34:52,Data Scientist,0,4245571898,Data Scientist (Junior),DXC Technology,México,false,hace 6 horas,100,,,,,,"Acerca del empleo At DXC we use the power of technology to deliver mission-critical IT services that our customers need to modernize operations and drive innovation across their entire IT estate. We provide services across the Enterprise Technology Stack for business process outsourcing, analytics and engineering, applications, security, cloud, IT outsourcing and modern workplace.  Responsibilities: • Assist in the development and implementation of statistical models and machine learning algorithms. • Perform data cleaning, preprocessing, and exploratory data analysis. • Support senior data scientists in analyzing large datasets and generating insights. • Create visualizations and reports to communicate findings. • Stay current with new data science techniques and tools.  Mandatory Skills Description: • Bachelor's degree in Data Science, Statistics, Computer Science, or a related field. • 1-3 years of experience with data analysis and statistical modeling in Machine Learning environment. • 1-3 years of experience with Python, R, and SQL, and integrating data in Databricks. • Azure models knowledge/experience priority. Can be reviewed GCP experience case by case. • Pyspark • Data Factory • Strong analytical and problem-solving skills. • Good communication skills and the ability to work collaboratively.",https://www.linkedin.com/jobs/view/4245571898/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=tfxDH5TMF9Oj7KElLW0KDg%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:35:09,Data Scientist,0,4242450263,Data Scientist,AI Futures,"Hamburgo, Alemania",false,hace 8 horas,100,,,,,,"Acerca del empleo AI Futures are the exclusive search partner to find a Data Scientist to join one of Germany’s leading publishers. The candidate must be based in Germany and can be performed remotely.  This Publisher is looking for an additional Data Scientist to join a successful Analytics team who will work on new titles for the company. With your experience in Data Science & Machine learning you will support stakeholders to enable data driven decision making and play a key role in shaping award winning products. You will report to the Head of Data Science.  The Role Design and implement predictive models using Machine learning and Statistical techniques to forecast trends and outcomes for use cases like churn prediction, marketing attribution, and outlier detection Collaborate with Tech, Creatives and Business departments to solve problems, track impact to improve products Develop and implement data mining strategies to extract insights Ensure data integrity and quality through quality assurance, validation and preprocessing  Requirements At least 2 years professional experience in Data Science Must have: Python, SQL, Power BI and Cloud Platform experience Track record of Designing, build and optimize data models You can collaborate effectively with stakeholders and uncover new insights that enhance user experience (in English) University Degree with a statistical/mathematical/ IT focus  Open to junior candidates. Package up to €80k  Happy to share more details on the benefit package  AI Futures Ltd | Filling the AI skills gap ®",https://www.linkedin.com/jobs/view/4242450263/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=7mII9sQaOI49pc9By7k3QQ%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:35:29,Data Scientist,0,4245569848,Senior Data Scientist,"Agero, Inc.",Estados Unidos,false,hace 5 horas,100,,,,,,"Acerca del empleo About Agero: Wherever drivers go, we’re leading the way. Agero’s mission is to rethink the vehicle ownership experience through a powerful combination of passionate people and data-driven technology, strengthening our clients’ relationships with their customers. As the #1 B2B, white-label provider of digital driver assistance services, we’re pushing the industry in a new direction, taking manual processes, and redefining them as digital, transparent, and connected. This includes: an industry-leading dispatch management platform powered by Swoop; comprehensive accident management services; knowledgeable consumer affairs and connected vehicle capabilities; and a growing marketplace of services, discounts and support enabled by a robust partner ecosystem. The company has over 150 million vehicle coverage points in partnership with leading automobile manufacturers, insurance carriers and many others. Managing one of the largest national networks of service providers, Agero responds to approximately 12 million service events annually. Agero, a member company of The Cross Country Group, is headquartered in Medford, Mass., with operations throughout North America. To learn more, visit https://www.agero.com/.  Role Description & Mission:  This position is focused on driving innovation in the core business, including but not limited to, predicting operations performance, short-term forecasting, improving dispatching efficacy, simulation and analyzing data from our network of roadside assistance service providers and extensive call-center operations. An ideal candidate would assist stakeholders in understanding and making use of insights gained from statistical analyses and building predictive models. The platform machine learning team is a highly collaborative cross-functional team with Machine Learning engineers, data scientists, software engineers and product management, working together to power the next wave of ML-driven platform enhancements.  Key Outcomes:   Participate in end-to-end data science projects from problem definition and data exploration to result validation and working with engineers to put models in production.  Communicate research results effectively in written and spoken forms to various audiences including product management, engineering and executives.  Research and experiment with Agero's extensive datasets to gain new insights and drive innovation.   Possible Projects (within the first 6-12 months):   Conduct analysis to help optimize the performance of our dispatching operations.  Predictive modeling of job performance indicators to help improve customer satisfaction.  Spatial analysis of our service jobs, leveraging weather and other real-time information to assist our operations.  Develop ETA prediction models, employing data fusion techniques to improve accuracy.   Skills, Education & Experience:   Education/Experience: This position requires 5+ years of equivalent experience. This experience could come from several paths: e.g., a Ph.D. in a technical field (physical science, engineering, mathematics, computer science, operations research, management science), or a Master’s degree in a technical field and 3+ years relevant experience, or a Bachelor’s degree in a technical field and 5+ years relevant experience.  Skills:   Statistics and data exploration, knowledge of EDA best practices  Advanced SQL experience, experience with Snowflake a plus  Experience with A/B testing: designing, sizing and post-analysis  Machine Learning with tabular data: knowledge of modeling with tree-based models like XGBoost  Strong analytical coding skills in Python, proficient with Python data stack (Pandas, Numpy, Scipy, Matplotlib, PyTorch)  Good communication skills both in written (technical documents, Python notebooks) and spoken (meetings, presentations) forms  Willing and able to learn and meet business needs, understanding the underlying context  Independent, self-organizing, and able to prioritize multiple complex assignments   Nice to Haves:   Experience running jobs on Airflow or similar orchestrators  Experience with cloud computing (ideally AWS)  Experience with forecasting methods and libraries (e.g., Prophet)  Experience with PyMC3 or PyStan is a plus  Experience with Geospatial data is a plus   Requirement: Final Interview will be onsite in our Medford, MA office. Must be willing to travel  Hiring In:   United States: AZ, FL, GA, IL, KY, MA, MI, NC, NH, NM, TN, VA, CA   Canada: Province of Ontario        The base salary range presented represents the anticipated low and high end salary range for new hires in this position. Your final base salary will be determined based on factors such as work location, experience, job related skills, and relevant training and education. The range listed is just one component of the total compensation package provided by Agero to employees. National Pay Range: $125,000 USD - $180,000 USD  Life at Agero:  At Agero, you'll find a workplace where your unique perspective is not just welcomed, it's celebrated. We believe that our differences make us stronger, and we're committed to creating an environment where every employee feels a sense of belonging. If you're looking for a company that values your individuality, provides opportunities for growth, and champions open communication, Agero is the place for you. Join our team and help us drive the future of driver assistance, while experiencing a workplace where you can truly thrive.  Benefits Built for Well-being:   Agero’s innovation is driven by a workforce where all associates feel like they can truly thrive. Agero offers a wide range of benefits to promote well-being, encourage personal development, and ensure financial stability. Our benefits include:   Health and Wellness: Healthcare, dental, vision, disability, life insurance, and mental health benefits for associates and their families.   Financial Security: 401(k) plan with company match and tuition assistance to support your future goals.   Work-Life Balance: Flexible time off, paid sick leave, and ten paid holidays annually.    For Contact Center Roles: Accrual of up to 3 weeks Paid Time Off per year, paid sick leave, and ten paid holidays annually.      Family Support: Parental planning benefits to assist associates through life’s milestones.   Bonus/Incentive Programs   Join Agero and experience a workplace that invests in your success both personally and professionally.",https://www.linkedin.com/jobs/view/4245569848/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=9P4ex0hdm1bvM1LAIwOUMA%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:35:48,Data Scientist,0,4242425109,Data Scientist,Annapurna,Alemania,false,hace 10 horas,100,,,,,,"Acerca del empleo Senior Data Scientist - Germany - Remote  We are seeking a skilled and curious Data Scientist (m/f/d) to join a growing analytics and AI team.   You will drive data-driven decision-making and develop machine learning models that solve complex business challenges.   From data exploration and modeling to deployment and monitoring, you’ll be involved in the full data science lifecycle.  Key Responsibilities Analyze structured and unstructured data to extract actionable insights and support strategic decisions. Design, develop, and evaluate predictive models, classification systems, recommendation engines, or forecasting algorithms. Collaborate with product managers, software engineers, and business stakeholders to translate problems into data solutions. Visualize results through dashboards and presentations (e.g., using Power BI, Tableau, or Plotly). Develop reproducible pipelines for data processing and model training using tools like SQL, Pandas, Scikit-learn, TensorFlow, or PyTorch. Deploy and monitor models in production with the support of MLOps/engineering teams (if applicable). Maintain documentation and ensure your work is reproducible, explainable, and aligned with data privacy regulations like GDPR.  Requirements PhD in Data Science, Computer Science, Mathematics, Statistics, or a related field. 5+ years of experience in applied data science or machine learning. Strong programming skills in Python or R. Solid experience with SQL and working with relational databases. Proficiency in common ML and statistical modeling libraries (e.g., Scikit-learn, XGBoost, TensorFlow). Familiarity with version control (e.g., Git), and experience working in collaborative coding environments. Fluent in English (business level); German is a plus.  Preferred Qualifications Experience with cloud platforms (AWS, GCP, or Azure). Familiarity with MLOps tools (MLflow, Airflow, Docker). Background in a domain like finance, e-commerce, healthcare, or manufacturing. Experience with A/B testing, uplift modeling, or causal inference.",https://www.linkedin.com/jobs/view/4242425109/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=nZ6j41uD8KTY2hQ8lPN34A%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:36:08,Data Scientist,0,4245539439,Senior Data Scientist - Product Analysis | Global Big Tech,Principle,"Londres y alrededores, Reino Unido",false,hace 8 horas,34,,,,,,"Acerca del empleo The role: Senior Data Scientist – Product Analytics Location: Fully remote within the London/South East UK regions Contract: until end of 2025, likely to extend Salary: £130k to £135k basic + benefits (PAYE, within IR35)  UK based candidates ONLY - no relocation or sponsorship  Important: This is not an entry-level role. It’s not suitable for ML engineers, academic researchers, or consultants without deep product team experience. If you haven’t influenced product at scale or worked cross-functionally on user-facing features, this role won’t be the right fit.  We’re looking for a Senior Data Scientist with a strong background in product analytics. This isn’t a model-building role. It’s about shaping product direction through experimentation, data analysis and narrative, working directly with product managers, engineers and senior leadership. You’ll be working in a high-impact area focused on account enforcement and appeals, helping define what “fair” looks like at scale for millions of users. This means balancing user experience, platform safety, commercial impact and regulatory pressure. It's complex, high-stakes work.  Your day-to-day will include: Defining and evolving success metrics Designing and analysing A/B and multivariate experiments Partnering with product and engineering teams to guide decision-making Supporting roadmap planning with data-driven insights Analysing user behaviour across enforcement flows Identifying opportunity areas, system drop-offs and unexpected outcomes Producing clear, concise data stories for senior stakeholders Helping shape what gets built, not just reporting on what’s already happened  What you must have: 10+ years in data roles – this is a senior-level hire Proven, in-depth SQL – comfortable writing complex queries, not delegating them Hands-on experimentation experience – A/B testing, uplift modelling, test design Clear, confident communication – able to distil complex data into insight that drives product direction Experience influencing product and engineering teams Python or R for data exploration and automation Familiarity with integrity, trust & safety, fraud, or user enforcement domains Experience building or scaling measurement frameworks and dashboards Background working in regulated or high-accountability industries",https://www.linkedin.com/jobs/view/4245539439/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=gFvXjVkNCUkS9t2Jw855cg%3D%3D&trk=flagship3_search_srp_jobs
05Jun2025-21:36:29,Data Scientist,0,4242947702,Data Scientist,Aequor,Estados Unidos,false,hace 4 horas,100,,,,,,"Acerca del empleo Job Title-  Data Science, AI, and Machine Learning Lead Location: Morristown, NJ 07960 (Remote) Duration: Contract till Jun 2026 with possibility to extend  General Medicines Digital Healthcare Team seeks a skilled and driven Data Science, AI, and Machine Learning (ML) Lead to drive and support the development and launch of innovative digital care and life management programs targeting diabetes and other chronic conditions. We are building a comprehensive digital health platform that empowers patients with chronic conditions and their informal caregivers to manage health journeys more effectively together. Our platform combines multiple modular services into a seamless ecosystem that bridges the gap between clinical care and daily life management. What You Will Work On Lead the technical design, software development, and implementation of the data science, AI, ML, and generative AI capabilities for our consumer-centric digital health platform, aligning with business objectives and consumer needs. Lead the technical design and software development of federated data management and federated learning systems to support scalability of our digital health platform and to support patient ownership and control of healthcare data. Lead the vision and strategy for the technical design and development of AI, ML, and generative AI capabilities, incorporating emerging research and technologies and new methodologies in the AI/ML and generative AI space. Design and apply complex mathematical models and statistical methods to analyze datasets that include multi-modal clinical data (including patient-reported outcomes, remote patient monitoring device data, EHR data, and claims data), social determinants of health data, and consumer behavior data. Develop data engineering architectures and systems to ensure data quality, governance, and interoperability. Create predictive models to identify health and wellness risks, recommend interventions, and personalize care journeys. Develop innovative approaches to support patients, informal caregivers, and other individuals through data-driven health and wellness insights and tools. Design and implement AI-based agents and chatbots to enhance consumer engagement and to improve efficiency and productivity of care management and administrative team members. Perform feature engineering and selection to optimize model performance and extract meaningful insights from complex datasets, and develop automated feature engineering pipelines to ensure scalability and reproducibility. Rigorously evaluate and validate machine learning models using appropriate metrics and techniques, ensuring robustness, generalizability, and clinical relevance, and establish best practices for model validation, including the use of held-out datasets, cross-validation, and external validation. Collaborate with product, engineering, clinical, and behavioral science teams to develop actionable insights and intelligent features within patient- and caregiver-facing digital tools. Stay current with emerging research and technologies in data science, AI, and machine learning, and explore new methodologies and technologies to enhance our platform's capabilities. Education and Experience Advanced degree (MS or PhD) in Computer Science, Statistics, Applied Mathematics, Biostatistics, or related field. 5+ years of experience in developing data management systems for large volumes of data and applying complex mathematical and statistical methods to real-world problems. 2+ years of experience in developing data science, analytics, and AI/ML solutions. Proven track record developing and deploying machine learning models in production environments. Experience in Python, R, or similar languages, and experience with ML frameworks (TensorFlow, PyTorch). Preferred: Experience with natural language processing, computer vision, or time-series analysis. Experience with healthcare data and analytics, or experience developing healthcare technology and applications. Understanding of healthcare data standards and healthcare workflows  If you or someone you know is interested in this position, please call me back at (908) 315-558 or reply to me with your updated resume in WORD format. Thank you. Looking forward to hearing back from you!  Azad Mishra  Aequor Technologies LLC  377 Hoes Lane, Suite 300  Piscataway, NJ 08854  (908) 315-0558  azad.mishra@aequor.com deepak.singh@aequor.com",https://www.linkedin.com/jobs/view/4242947702/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=s7qbtxgo5v2ihPrNECm0fg%3D%3D&trackingId=4f4gDOXmR2X%2BPRFNjdOGuA%3D%3D&trk=flagship3_search_srp_jobs
